userID,productID,productName,rating,timestamp,hasPurchased,Price,productReviewComment,Description,category
2,60756,Step Brothers (2008),5.0,1445714994,Null,Null,"Tag: funny, Rating: 5.0",funny,Comedy
2,60756,Step Brothers (2008),5.0,1445714996,Null,Null,"Tag: Highly quotable, Rating: 5.0",Highly quotable,Comedy
2,60756,Step Brothers (2008),5.0,1445714992,Null,Null,"Tag: will ferrell, Rating: 5.0",will ferrell,Comedy
2,89774,Warrior (2011),5.0,1445715207,Null,Null,"Tag: Boxing story, Rating: 5.0",Boxing story,Drama
2,89774,Warrior (2011),5.0,1445715200,Null,Null,"Tag: MMA, Rating: 5.0",MMA,Drama
2,89774,Warrior (2011),5.0,1445715205,Null,Null,"Tag: Tom Hardy, Rating: 5.0",Tom Hardy,Drama
2,106782,"Wolf of Wall Street, The (2013)",5.0,1445715054,Null,Null,"Tag: drugs, Rating: 5.0",drugs,Comedy|Crime|Drama
2,106782,"Wolf of Wall Street, The (2013)",5.0,1445715051,Null,Null,"Tag: Leonardo DiCaprio, Rating: 5.0",Leonardo DiCaprio,Comedy|Crime|Drama
2,106782,"Wolf of Wall Street, The (2013)",5.0,1445715056,Null,Null,"Tag: Martin Scorsese, Rating: 5.0",Martin Scorsese,Comedy|Crime|Drama
7,48516,"Departed, The (2006)",1.0,1169687325,Null,Null,"Tag: way too long, Rating: 1.0",way too long,Crime|Drama|Thriller
18,431,Carlito's Way (1993),4.0,1462138765,Null,Null,"Tag: Al Pacino, Rating: 4.0",Al Pacino,Crime|Drama
18,431,Carlito's Way (1993),4.0,1462138749,Null,Null,"Tag: gangster, Rating: 4.0",gangster,Crime|Drama
18,431,Carlito's Way (1993),4.0,1462138755,Null,Null,"Tag: mafia, Rating: 4.0",mafia,Crime|Drama
18,1221,"Godfather: Part II, The (1974)",5.0,1461699306,Null,Null,"Tag: Al Pacino, Rating: 5.0",Al Pacino,Crime|Drama
18,1221,"Godfather: Part II, The (1974)",5.0,1461699303,Null,Null,"Tag: Mafia, Rating: 5.0",Mafia,Crime|Drama
18,5995,"Pianist, The (2002)",4.5,1455735472,Null,Null,"Tag: holocaust, Rating: 4.5",holocaust,Drama|War
18,5995,"Pianist, The (2002)",4.5,1455735479,Null,Null,"Tag: true story, Rating: 4.5",true story,Drama|War
18,44665,Lucky Number Slevin (2006),4.5,1456948283,Null,Null,"Tag: twist ending, Rating: 4.5",twist ending,Crime|Drama|Mystery
18,52604,Fracture (2007),4.5,1457650696,Null,Null,"Tag: Anthony Hopkins, Rating: 4.5",Anthony Hopkins,Crime|Drama|Mystery|Thriller
18,52604,Fracture (2007),4.5,1457650711,Null,Null,"Tag: courtroom drama, Rating: 4.5",courtroom drama,Crime|Drama|Mystery|Thriller
18,52604,Fracture (2007),4.5,1457650682,Null,Null,"Tag: twist ending, Rating: 4.5",twist ending,Crime|Drama|Mystery|Thriller
18,88094,Upside Down: The Creation Records Story (2010),3.0,1457444500,Null,Null,"Tag: britpop, Rating: 3.0",britpop,Documentary
18,88094,Upside Down: The Creation Records Story (2010),3.0,1457444592,Null,Null,"Tag: indie record label, Rating: 3.0",indie record label,Documentary
18,88094,Upside Down: The Creation Records Story (2010),3.0,1457444609,Null,Null,"Tag: music, Rating: 3.0",music,Documentary
18,144210,Just Eat It: A Food Waste Story (2014),4.0,1455060381,Null,Null,"Tag: dumpster diving, Rating: 4.0",dumpster diving,Documentary
18,144210,Just Eat It: A Food Waste Story (2014),4.0,1455060452,Null,Null,"Tag: Sustainability, Rating: 4.0",Sustainability,Documentary
21,1569,Null,Null,1419805413,Null,Null,"Tag: romantic comedy, Rating: nan",romantic comedy,Null
21,1569,Null,Null,1419805419,Null,Null,"Tag: wedding, Rating: nan",wedding,Null
21,118985,Null,Null,1419805477,Null,Null,"Tag: painter, Rating: nan",painter,Null
21,119141,The Interview (2014),0.5,1419793962,Null,Null,"Tag: bloody, Rating: 0.5",bloody,Action|Comedy
49,109487,Interstellar (2014),4.5,1493093306,Null,Null,"Tag: black hole, Rating: 4.5",black hole,Sci-Fi|IMAX
49,109487,Interstellar (2014),4.5,1493093332,Null,Null,"Tag: sci-fi, Rating: 4.5",sci-fi,Sci-Fi|IMAX
49,109487,Interstellar (2014),4.5,1493093356,Null,Null,"Tag: time-travel, Rating: 4.5",time-travel,Sci-Fi|IMAX
62,2,Jumanji (1995),4.0,1528843929,Null,Null,"Tag: fantasy, Rating: 4.0",fantasy,Adventure|Children|Fantasy
62,2,Jumanji (1995),4.0,1528843932,Null,Null,"Tag: magic board game, Rating: 4.0",magic board game,Adventure|Children|Fantasy
62,2,Jumanji (1995),4.0,1528843907,Null,Null,"Tag: Robin Williams, Rating: 4.0",Robin Williams,Adventure|Children|Fantasy
62,110,Braveheart (1995),4.5,1528152541,Null,Null,"Tag: beautiful scenery, Rating: 4.5",beautiful scenery,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152532,Null,Null,"Tag: epic, Rating: 4.5",epic,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152523,Null,Null,"Tag: historical, Rating: 4.5",historical,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152527,Null,Null,"Tag: inspirational, Rating: 4.5",inspirational,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152528,Null,Null,"Tag: Medieval, Rating: 4.5",Medieval,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152521,Null,Null,"Tag: mel gibson, Rating: 4.5",mel gibson,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152539,Null,Null,"Tag: Oscar (Best Cinematography), Rating: 4.5",Oscar (Best Cinematography),Action|Drama|War
62,110,Braveheart (1995),4.5,1528152531,Null,Null,"Tag: revenge, Rating: 4.5",revenge,Action|Drama|War
62,110,Braveheart (1995),4.5,1528152535,Null,Null,"Tag: sword fight, Rating: 4.5",sword fight,Action|Drama|War
62,410,Addams Family Values (1993),4.5,1525636607,Null,Null,"Tag: black comedy, Rating: 4.5",black comedy,Children|Comedy|Fantasy
62,410,Addams Family Values (1993),4.5,1525636685,Null,Null,"Tag: Christina Ricci, Rating: 4.5",Christina Ricci,Children|Comedy|Fantasy
62,410,Addams Family Values (1993),4.5,1525636622,Null,Null,"Tag: Christopher Lloyd, Rating: 4.5",Christopher Lloyd,Children|Comedy|Fantasy
62,410,Addams Family Values (1993),4.5,1525636610,Null,Null,"Tag: dark comedy, Rating: 4.5",dark comedy,Children|Comedy|Fantasy
62,410,Addams Family Values (1993),4.5,1525636708,Null,Null,"Tag: family, Rating: 4.5",family,Children|Comedy|Fantasy
62,410,Addams Family Values (1993),4.5,1525636609,Null,Null,"Tag: gothic, Rating: 4.5",gothic,Children|Comedy|Fantasy
62,2023,"Godfather: Part III, The (1990)",5.0,1525636728,Null,Null,"Tag: Al Pacino, Rating: 5.0",Al Pacino,Crime|Drama|Mystery|Thriller
62,2023,"Godfather: Part III, The (1990)",5.0,1525636768,Null,Null,"Tag: Andy Garcia, Rating: 5.0",Andy Garcia,Crime|Drama|Mystery|Thriller
62,2023,"Godfather: Part III, The (1990)",5.0,1525636752,Null,Null,"Tag: Classic, Rating: 5.0",Classic,Crime|Drama|Mystery|Thriller
62,2023,"Godfather: Part III, The (1990)",5.0,1525636752,Null,Null,"Tag: Francis Ford Coppola, Rating: 5.0",Francis Ford Coppola,Crime|Drama|Mystery|Thriller
62,2023,"Godfather: Part III, The (1990)",5.0,1525636733,Null,Null,"Tag: mafia, Rating: 5.0",mafia,Crime|Drama|Mystery|Thriller
62,2124,"Addams Family, The (1991)",5.0,1525636847,Null,Null,"Tag: black comedy, Rating: 5.0",black comedy,Children|Comedy|Fantasy
62,2124,"Addams Family, The (1991)",5.0,1525636867,Null,Null,"Tag: Christina Ricci, Rating: 5.0",Christina Ricci,Children|Comedy|Fantasy
62,2124,"Addams Family, The (1991)",5.0,1525636859,Null,Null,"Tag: Christopher Lloyd, Rating: 5.0",Christopher Lloyd,Children|Comedy|Fantasy
62,2124,"Addams Family, The (1991)",5.0,1525636855,Null,Null,"Tag: Family, Rating: 5.0",Family,Children|Comedy|Fantasy
62,2124,"Addams Family, The (1991)",5.0,1525636849,Null,Null,"Tag: gothic, Rating: 5.0",gothic,Children|Comedy|Fantasy
62,2124,"Addams Family, The (1991)",5.0,1525636846,Null,Null,"Tag: quirky, Rating: 5.0",quirky,Children|Comedy|Fantasy
62,2953,Home Alone 2: Lost in New York (1992),3.5,1525636883,Null,Null,"Tag: family, Rating: 3.5",family,Children|Comedy
62,2953,Home Alone 2: Lost in New York (1992),3.5,1525636885,Null,Null,"Tag: funny, Rating: 3.5",funny,Children|Comedy
62,2953,Home Alone 2: Lost in New York (1992),3.5,1525636890,Null,Null,"Tag: Macaulay Culkin, Rating: 3.5",Macaulay Culkin,Children|Comedy
62,2953,Home Alone 2: Lost in New York (1992),3.5,1525636887,Null,Null,"Tag: sequel, Rating: 3.5",sequel,Children|Comedy
62,3114,Toy Story 2 (1999),3.0,1525636903,Null,Null,"Tag: animation, Rating: 3.0",animation,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636902,Null,Null,"Tag: Disney, Rating: 3.0",Disney,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636913,Null,Null,"Tag: funny, Rating: 3.0",funny,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636917,Null,Null,"Tag: original, Rating: 3.0",original,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636901,Null,Null,"Tag: Pixar, Rating: 3.0",Pixar,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636910,Null,Null,"Tag: sequel, Rating: 3.0",sequel,Adventure|Animation|Children|Comedy|Fantasy
62,3114,Toy Story 2 (1999),3.0,1525636925,Null,Null,"Tag: Tom Hanks, Rating: 3.0",Tom Hanks,Adventure|Animation|Children|Comedy|Fantasy
62,3578,Gladiator (2000),4.5,1528152504,Null,Null,"Tag: ancient Rome, Rating: 4.5",ancient Rome,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152469,Null,Null,"Tag: Epic, Rating: 4.5",Epic,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152467,Null,Null,"Tag: history, Rating: 4.5",history,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152498,Null,Null,"Tag: imdb top 250, Rating: 4.5",imdb top 250,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152496,Null,Null,"Tag: revenge, Rating: 4.5",revenge,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152463,Null,Null,"Tag: Rome, Rating: 4.5",Rome,Action|Adventure|Drama
62,3578,Gladiator (2000),4.5,1528152465,Null,Null,"Tag: Russell Crowe, Rating: 4.5",Russell Crowe,Action|Adventure|Drama
62,4223,Enemy at the Gates (2001),4.5,1528024869,Null,Null,"Tag: Ed Harris, Rating: 4.5",Ed Harris,Drama|War
62,4223,Enemy at the Gates (2001),4.5,1528024854,Null,Null,"Tag: Jude Law, Rating: 4.5",Jude Law,Drama|War
62,4223,Enemy at the Gates (2001),4.5,1528024873,Null,Null,"Tag: Rachel Weisz, Rating: 4.5",Rachel Weisz,Drama|War
62,4223,Enemy at the Gates (2001),4.5,1528024852,Null,Null,"Tag: sniper, Rating: 4.5",sniper,Drama|War
62,4223,Enemy at the Gates (2001),4.5,1528024877,Null,Null,"Tag: World War II, Rating: 4.5",World War II,Drama|War
62,5388,Insomnia (2002),4.5,1530310809,Null,Null,"Tag: Al Pacino, Rating: 4.5",Al Pacino,Action|Crime|Drama|Mystery|Thriller
62,5388,Insomnia (2002),4.5,1530310959,Null,Null,"Tag: atmospheric, Rating: 4.5",atmospheric,Action|Crime|Drama|Mystery|Thriller
62,5388,Insomnia (2002),4.5,1530310952,Null,Null,"Tag: Hilary Swank, Rating: 4.5",Hilary Swank,Action|Crime|Drama|Mystery|Thriller
62,5388,Insomnia (2002),4.5,1530310811,Null,Null,"Tag: Robin Williams, Rating: 4.5",Robin Williams,Action|Crime|Drama|Mystery|Thriller
